County,Elevation ,Date,ppt ,tmin ,tmean ,tmax ,tdmean ,vpdmin ,vpdmax 
Santa Cruz,674,2009-12,5.44,38.5,47.8,57.1,38,0.56,6.95
Santa Cruz,674,2010-01,12.06,42,50.5,59.1,42.5,0.45,6.19
Santa Cruz,674,2010-02,8.21,42.2,51.7,61.2,43.2,0.29,6.65
Santa Cruz,674,2010-03,4.04,39.6,53,66.3,38.4,0.66,12.39
Santa Cruz,674,2010-04,6.44,41.3,52.9,64.5,40.6,0.56,10.37
Santa Cruz,674,2010-05,1.05,43.4,56.3,69.2,41.8,0.62,13.01
Santa Cruz,674,2010-06,0,49.8,63.3,76.9,48.1,0.77,16.01
Santa Cruz,674,2010-07,0.03,51.7,64.5,77.3,49.5,0.68,16.39
Santa Cruz,674,2010-08,0.05,50.8,64.8,78.8,49.2,0.71,14.77
Santa Cruz,674,2010-09,0,51.1,67.6,84,47.9,1.77,23.93
Santa Cruz,674,2010-10,3.1,48.4,61.3,74.3,46.4,0.76,14.27
Santa Cruz,674,2010-11,4.96,41.3,53.3,65.2,40.2,0.77,11.21
Santa Cruz,674,2010-12,14.14,42.7,49.7,56.7,42.5,0.49,4.88
Santa Cruz,674,2011-01,2.45,39.3,50.7,62.1,38.3,0.93,9.88
Santa Cruz,674,2011-02,9.24,37.5,48.5,59.5,33.8,1.08,9.62
Santa Cruz,674,2011-03,13.01,41.6,51.2,60.8,42.3,0.34,7.35
Santa Cruz,674,2011-04,0.88,42,55.1,68.2,40.4,0.75,12.3
Santa Cruz,674,2011-05,2.68,43.4,56.5,69.6,41,0.84,14.22
Santa Cruz,674,2011-06,2.99,49.1,60.5,71.9,48.2,0.71,11.13
Santa Cruz,674,2011-07,0,52.3,65.8,79.2,50.7,0.97,15.29
Santa Cruz,674,2011-08,0.04,52,65.2,78.3,51.5,0.42,17.38
Santa Cruz,674,2011-09,0.02,51.3,66.9,82.5,49.8,1.33,22.12
Santa Cruz,674,2011-10,2.59,49.9,64,78,46.9,1.17,17.11
Santa Cruz,674,2011-11,3.19,41.1,52.4,63.7,40.2,0.66,9.4
Santa Cruz,674,2011-12,0.13,35.7,47.6,59.4,30.3,1.4,10.29
Santa Cruz,674,2012-01,6.07,37.3,50.4,63.5,34.4,1.14,11.45
Santa Cruz,674,2012-02,1.99,38.7,51.3,63.9,36.3,0.72,11.23
Santa Cruz,674,2012-03,12.03,39.9,52.5,65,38.4,0.55,9.89
Santa Cruz,674,2012-04,4.12,43.8,56.9,70,41.6,0.79,13.01
Santa Cruz,674,2012-05,0.03,45.5,59.8,74.2,43,0.86,15.44
Santa Cruz,674,2012-06,0.2,47.8,62.8,77.9,45.2,1.01,17.77
Santa Cruz,674,2012-07,0.01,52,66.3,80.6,49.3,0.9,16.45
Santa Cruz,674,2012-08,0,50.4,66.8,83.2,49.3,0.92,19.45
Santa Cruz,674,2012-09,0,48.5,65.3,82.1,47.9,0.56,17.09
Santa Cruz,674,2012-10,1.25,49.1,64.4,79.6,46.5,1.17,20.07
Santa Cruz,674,2012-11,8.01,45.3,56.7,68.1,43.2,1,12.09
Santa Cruz,674,2012-12,17.54,40.9,48.7,56.4,40.2,0.55,5.49
Santa Cruz,674,2013-01,1.17,35.1,48,60.8,32.9,1.1,10.15
Santa Cruz,674,2013-02,0.55,35.1,48.7,62.4,35.2,0.75,10.51
Santa Cruz,674,2013-03,1.88,40.8,55.9,70.9,41.2,0.51,13.11
Santa Cruz,674,2013-04,0.99,44.3,59.5,74.7,41.9,0.74,16.05
Santa Cruz,674,2013-05,0.03,46.5,62.2,78,43.9,0.76,18.62
Santa Cruz,674,2013-06,0.12,50.4,65.4,80.3,48.4,0.78,19.63
Santa Cruz,674,2013-07,0.01,54,68.2,82.3,50.5,1.29,17.49
Santa Cruz,674,2013-08,0,53.1,66.3,79.5,51.8,0.75,18.9
Santa Cruz,674,2013-09,0.6,52,67.3,82.5,49.4,0.87,21.75
Santa Cruz,674,2013-10,0.12,46.2,60.7,75.2,39.5,1.36,19.83
Santa Cruz,674,2013-11,0.93,43.2,55.7,68.3,38.5,1.17,14.62
Santa Cruz,674,2013-12,0.77,34.8,48.4,62,28.6,1.83,13.45
Santa Cruz,674,2014-01,0.06,39.7,55.1,70.4,32.7,2.25,17.48
Santa Cruz,674,2014-02,9.76,41.8,52.4,62.9,42.5,0.43,9.19
Santa Cruz,674,2014-03,4.44,44,57.1,70.2,42.9,0.93,13.18
Santa Cruz,674,2014-04,2,43,57.7,72.5,43.9,0.63,15.19
Santa Cruz,674,2014-05,0.02,46.9,63.8,80.6,43.4,1.69,24.03
Santa Cruz,674,2014-06,0.02,49.1,64.6,80.1,48.1,0.91,20.77
Santa Cruz,674,2014-07,0.09,55,69.5,83.9,52.7,1.37,21.59
Santa Cruz,674,2014-08,0,56.1,69.6,83.1,54.2,0.69,21.24
Santa Cruz,674,2014-09,0.97,54.2,67.4,80.7,53.7,0.97,22.66
Santa Cruz,674,2014-10,0.54,52.3,66.4,80.5,46.4,1.55,24.94
Santa Cruz,674,2014-11,3.88,47.2,57.1,67,44,1.04,12.42
Santa Cruz,674,2014-12,19.08,46.2,52.5,58.9,45.8,0.4,5.26
Santa Cruz,674,2015-01,0,40.1,54,67.8,37.7,1.18,13
Santa Cruz,674,2015-02,4.73,44,56.8,69.6,42.1,0.99,13.14
Santa Cruz,674,2015-03,0.76,44.7,60,75.2,42.9,0.67,15.54
Santa Cruz,674,2015-04,2.23,43.5,58.1,72.7,39.8,0.95,14.59
Santa Cruz,674,2015-05,0.32,46.1,57.1,68,46.3,0.1,12.02
Santa Cruz,674,2015-06,0.02,51.6,65.7,79.8,49.9,0.8,17.86
Santa Cruz,674,2015-07,0,54.8,67.3,79.9,52.8,1.06,19.23
Santa Cruz,674,2015-08,0.02,54.8,69.8,84.8,52.8,1.22,26.08
Santa Cruz,674,2015-09,0,53,70.2,87.4,47.1,2.55,34.64
Santa Cruz,674,2015-10,0.11,52.2,66.1,79.9,49.1,1.46,22.55
Santa Cruz,674,2015-11,3.36,40.4,51.7,63,39.2,0.86,11.09
Santa Cruz,674,2015-12,7.6,37.8,47.2,56.6,39.1,0.52,6.64
Shasta,1749,2005-01,6.43,36.9,45.3,53.7,35.5,0.49,7.13
Shasta,1749,2005-02,4.84,40.5,51,61.5,36.5,0.98,10.69
Shasta,1749,2005-03,8.18,41.1,53.2,65.2,36.2,1.53,14.52
Shasta,1749,2005-04,4.51,41.2,53.5,65.8,38,0.87,14.06
Shasta,1749,2005-05,11.15,49.7,61.4,73.1,46.2,1.67,18.26
Shasta,1749,2005-06,2.29,51.5,65.6,79.7,44.5,2.55,25.91
Shasta,1749,2005-07,0,63.7,81.5,99.2,50.7,7.86,51.58
Shasta,1749,2005-08,0,61.1,79.2,97.3,42.5,9.09,51.4
Shasta,1749,2005-09,0.37,52.9,69.5,86.2,38.4,5.67,35.34
Shasta,1749,2005-10,1.81,47.4,61.4,75.4,38.9,2.95,23.02
Shasta,1749,2005-11,7.39,41.4,52.4,63.3,37,1.42,12.8
Shasta,1749,2005-12,21.54,38.2,46.3,54.5,36.4,0.59,5.99
Shasta,1749,2006-01,13.51,37,44.2,51.5,37,0.35,4.9
Shasta,1749,2006-02,8.18,37.4,49.6,61.7,29.7,1.8,13.45
Shasta,1749,2006-03,14.41,34.9,42.4,50,32.9,0.52,5.74
Shasta,1749,2006-04,11.95,42.8,52.7,62.5,40.4,0.71,11.36
Shasta,1749,2006-05,1.34,52,66.4,80.8,41.5,3.98,27.65
Shasta,1749,2006-06,0.25,59.5,74.9,90.3,47.1,5.88,38.82
Shasta,1749,2006-07,0,64.3,81.8,99.4,46.7,10.26,54.32
Shasta,1749,2006-08,0,58.7,76.6,94.6,41.1,7.92,46.85
Shasta,1749,2006-09,0,54.8,72.8,90.8,33.5,8.35,43.94
Shasta,1749,2006-10,0.19,47.5,62.3,77.1,33.5,4.12,24.92
Shasta,1749,2006-11,6.85,40.5,49.3,58.2,39.6,0.33,7.23
Shasta,1749,2006-12,10.9,36.4,44.9,53.4,30.5,1.08,7.84
Shasta,1749,2007-01,1.64,33,45.1,57.2,23.1,1.84,11.12
Shasta,1749,2007-02,11.03,37.1,47,56.8,35,0.61,8.75
Shasta,1749,2007-03,1.66,42.1,55.5,68.9,36.4,1.92,17.08
Shasta,1749,2007-04,3.15,42.2,56.3,70.5,36.4,1.82,18.79
Shasta,1749,2007-05,1.2,49.2,65.2,81.2,39.6,2.88,28.16
Shasta,1749,2007-06,0.26,55.1,71.8,88.5,41.7,4.89,36.65
Shasta,1749,2007-07,1.39,59.8,77.7,95.5,48,5.23,46.22
Shasta,1749,2007-08,0,59.1,76.7,94.4,42.2,7.95,45.85
Shasta,1749,2007-09,0.92,53.1,69,85,40.2,4.54,33
Shasta,1749,2007-10,5.13,45.4,57.7,69.9,40.2,1.71,16.4
Shasta,1749,2007-11,0.97,42.5,54.8,67,35.6,1.85,14.67
Shasta,1749,2007-12,7.76,34.9,42.4,49.8,29.7,0.82,6.26
Shasta,1749,2008-01,12.51,34,41.1,48.2,29.9,0.79,5.47
Shasta,1749,2008-02,6.97,35.7,46.8,57.8,32.2,0.95,10.66
Shasta,1749,2008-03,1.13,36.9,50.3,63.7,30.1,1.51,13.92
Shasta,1749,2008-04,0.66,38.9,53.9,69,30,1.84,19.31
Shasta,1749,2008-05,0.72,50.5,64.9,79.4,38.4,4.6,28.51
Shasta,1749,2008-06,0.06,55.2,72,88.9,36.5,7.11,39.99
Shasta,1749,2008-07,0,62,79.4,96.7,43.2,10.44,51.07
Shasta,1749,2008-08,0.07,62.3,79.9,97.4,41.3,10.79,53.83
Shasta,1749,2008-09,0.16,56.7,74.6,92.6,32.7,10.02,47.52
Shasta,1749,2008-10,2.29,49.9,63.6,77.3,35.4,3.91,24.87
Shasta,1749,2008-11,5.1,44,54.6,65.2,39.1,2.22,13.35
Shasta,1749,2008-12,5.63,33,42.5,52.1,28.8,1.1,8.31
Shasta,1749,2009-01,2.29,38.6,49.6,60.6,30,1.9,12.53
Shasta,1749,2009-02,12.02,37.2,46,54.7,32.9,1.15,8.28
Shasta,1749,2009-03,6.71,37.5,49.8,62.1,31.4,1.54,13.03
Shasta,1749,2009-04,1.9,41.6,55.9,70.2,31.4,2.75,20.05
Shasta,1749,2009-05,4.43,52.1,66.8,81.6,39.7,4.83,30.47
Shasta,1749,2009-06,2.9,55.9,70,84.1,46.4,4.07,30.41
Shasta,1749,2009-07,0,61.1,79.7,98.2,43.7,8.07,55.28
Shasta,1749,2009-08,0.04,59.8,77.3,94.8,40.8,9.3,48.59
Shasta,1749,2009-09,0.38,57.8,75.7,93.5,37.2,9.57,47.71
Shasta,1749,2009-10,4.53,46.7,59.4,72.1,37.1,2.92,19.39
Shasta,1749,2009-11,2.1,40,51.1,62.2,34.6,1.33,12.14
Shasta,1749,2009-12,5.49,34.1,42.4,50.8,29.4,1.05,6.75
Shasta,1749,2010-01,15.07,38.6,45,51.3,38.7,0.18,4.33
Shasta,1749,2010-02,7.61,38.4,47.1,55.9,37.8,0.3,6.97
Shasta,1749,2010-03,4.65,37.2,49.4,61.6,33,1.11,12.58
Shasta,1749,2010-04,8.33,38.9,50.2,61.5,34.8,0.92,12.36
Shasta,1749,2010-05,3.44,42.3,55.7,69,35.3,1.91,17.64
Shasta,1749,2010-06,1.04,55.8,69.8,83.7,45,4.87,29.44
Shasta,1749,2010-07,0,62,79.7,97.3,47.5,6.1,48.9
Shasta,1749,2010-08,0.41,58,75.3,92.5,41.7,6.44,43.7
Shasta,1749,2010-09,1.01,55.4,71.4,87.5,39.9,7.22,38.21
Shasta,1749,2010-10,7.63,50.5,62.5,74.5,40.8,4.5,22.82
Shasta,1749,2010-11,5.68,38.9,49.4,59.9,36.6,1.04,10.2
Shasta,1749,2010-12,14.23,38.9,44.4,50,38.2,0.25,3.61
Shasta,1749,2011-01,1.7,36.5,47.1,57.7,30.8,1.38,10.32
Shasta,1749,2011-02,5.88,35.3,45.8,56.3,27,1.98,10.76
Shasta,1749,2011-03,15.62,38,45.8,53.5,36.5,0.4,6.58
Shasta,1749,2011-04,2.84,41,52.6,64.2,34.8,1.72,13.63
Shasta,1749,2011-05,5.25,44,56.9,69.8,36.7,2.15,18.26
Shasta,1749,2011-06,3.4,53.6,67,80.4,44.1,4.04,27.88
Shasta,1749,2011-07,0.02,59.7,75.6,91.5,50.8,5.53,39.09
Shasta,1749,2011-08,0,59.5,77.4,95.2,45.5,7.81,46.95
Shasta,1749,2011-09,0.07,59.4,76.8,94.1,41.3,9.36,47.22
Shasta,1749,2011-10,4.18,49.5,62.2,74.9,42.6,2.83,19.58
Shasta,1749,2011-11,2.78,38,48.3,58.6,35.1,0.77,9.3
Shasta,1749,2011-12,0.53,36.4,47.8,59.2,23.4,3.03,12.25
Shasta,1749,2012-01,7.1,35.7,46.6,57.5,27.9,1.77,10.84
Shasta,1749,2012-02,1.6,37.1,48.4,59.7,29.7,1.57,11.69
Shasta,1749,2012-03,13.63,37.9,47.2,56.6,33.5,1.04,9.11
Shasta,1749,2012-04,4.99,43.1,55.1,67,38.5,1.39,16.26
Shasta,1749,2012-05,0.86,49,64.2,79.4,37.7,4.01,27.18
Shasta,1749,2012-06,1.03,54.6,69.8,85,40,6.25,33.98
Shasta,1749,2012-07,0,59.3,77.1,94.8,44.5,8.06,47.45
Shasta,1749,2012-08,0,63.3,81.5,99.6,41,11.93,57.64
Shasta,1749,2012-09,0.02,58.5,76.4,94.4,37,11.07,48.62
Shasta,1749,2012-10,2.01,49.7,64,78.4,39.9,4.14,26.86
Shasta,1749,2012-11,13.16,42.8,52.3,61.8,40.8,0.93,10.29
Shasta,1749,2012-12,16.07,34.9,42.4,50,33.2,0.51,5.37
Shasta,1749,2013-01,1.49,33.3,44.6,56,26,1.58,10.54
Shasta,1749,2013-02,0.72,35.9,48.4,60.9,27.5,1.94,13.3
Shasta,1749,2013-03,3.36,41,54.2,67.3,34.7,1.7,16.38
Shasta,1749,2013-04,2.91,46.1,59.3,72.5,34.9,3.53,21.03
Shasta,1749,2013-05,1.25,50.7,64.3,77.9,38.3,3.72,24.95
Shasta,1749,2013-06,2.43,58.6,73.7,88.7,43.8,6.17,38.53
Shasta,1749,2013-07,0.01,64.4,82,99.5,46.4,10.42,54.57
Shasta,1749,2013-08,0.05,59.9,76.6,93.2,43.9,8.05,43.99
Shasta,1749,2013-09,0.93,55.8,70.7,85.7,42.5,5.2,34.58
Shasta,1749,2013-10,0.48,46.8,61.5,76.1,32.4,5.33,24.66
Shasta,1749,2013-11,2.39,42,54.2,66.4,31.1,3.42,15.96
Shasta,1749,2013-12,0.25,34.9,46.9,59,23.1,3.29,13.08
Shasta,1749,2014-01,0.84,40.5,52.9,65.3,26.4,4.38,16.66
Shasta,1749,2014-02,11.03,39.3,48.8,58.3,36.2,0.95,9.17
Shasta,1749,2014-03,11.88,42.3,53.2,64,35.9,1.82,13.67
Shasta,1749,2014-04,1.89,44.5,58.1,71.8,38.2,2.23,20.32
Shasta,1749,2014-05,0.31,51.3,66.2,81.1,37.9,4.96,29.63
Shasta,1749,2014-06,0.17,58.3,74.3,90.2,39.2,9.2,41.61
Shasta,1749,2014-07,0,66.6,83.3,99.9,46,11.96,56.86
Shasta,1749,2014-08,0.21,62.5,78.4,94.4,45.5,8.92,45.87
Shasta,1749,2014-09,2.04,59,74.5,90.1,41,7.7,41.15
Shasta,1749,2014-10,4.56,52.2,64.9,77.6,41.6,5.02,25.43
Shasta,1749,2014-11,6.57,43.4,52.9,62.4,40.8,1.11,10.77
Shasta,1749,2014-12,18.47,41.5,47.1,52.7,41.4,0.25,3.86
Shasta,1749,2015-01,1.03,40.9,51.5,62.1,34.2,2.27,11.85
Shasta,1749,2015-02,5.61,43.7,54.8,65.9,34.6,2.31,14.03
Shasta,1749,2015-03,1.5,44.5,57.5,70.4,36.5,2.28,18.24
Shasta,1749,2015-04,1.99,43.3,57.4,71.4,33.6,2.63,21.08
Shasta,1749,2015-05,1.22,51.3,64.3,77.3,42.3,2.98,23.41
Shasta,1749,2015-06,0.36,61.9,78,94.1,45.1,8.74,46.38
Shasta,1749,2015-07,0.15,64.3,79.6,94.9,47,9.42,46.74
Shasta,1749,2015-08,0,62.2,78.1,94,44.3,8.81,45.94
Shasta,1749,2015-09,0.64,58.6,73.7,88.9,39,9.57,40.82
Shasta,1749,2015-10,0.97,54.3,67.5,80.7,42.1,5.51,27.47
Shasta,1749,2015-11,3.11,38,49,60,33.5,1.27,11.17
Shasta,1749,2015-12,13.21,35.7,42.2,48.7,35.1,0.26,4.11
Sierra,7223,2005-01,12.91,23.9,32.3,40.7,17.4,1.29,5.02
Sierra,7223,2005-02,5,25.9,34.7,43.5,19.7,1.05,5.6
Sierra,7223,2005-03,13.96,26,36.7,47.3,16.9,1.59,7.9
Sierra,7223,2005-04,5.7,25.9,36.7,47.4,19.8,0.99,7.56
Sierra,7223,2005-05,11.54,33.9,44,54.2,28,1.79,10.11
Sierra,7223,2005-06,2.47,36.5,48,59.4,29.9,1.47,11.14
Sierra,7223,2005-07,0,52.4,65.2,77.9,37.1,5.69,23.69
Sierra,7223,2005-08,0.25,50.1,62.8,75.6,29.5,5.51,23.79
Sierra,7223,2005-09,0.71,39.9,52.2,64.4,23.9,3.15,16.06
Sierra,7223,2005-10,1.93,35.8,46.8,57.8,24.8,1.92,11.6
Sierra,7223,2005-11,6.85,31.5,40.4,49.2,19.4,1.91,7.84
Sierra,7223,2005-12,32.29,26.1,33.7,41.2,21.4,0.73,4.56
Sierra,7223,2006-01,15.22,22.2,30,37.9,19.7,0.48,3.83
Sierra,7223,2006-02,10.08,24.3,34.4,44.4,13.6,1.69,7.46
Sierra,7223,2006-03,16.75,17.8,26.1,34.3,17.1,0.24,2.67
Sierra,7223,2006-04,16.76,27.7,36.4,45.1,25.5,0.58,5.21
Sierra,7223,2006-05,2.15,37,48.1,59.2,27.7,1.9,11.94
Sierra,7223,2006-06,0.43,44.8,57,69.2,32.5,3.28,17.87
Sierra,7223,2006-07,0.13,52.9,64.9,77,32.9,6.37,25.05
Sierra,7223,2006-08,0,47.8,60.2,72.7,27.6,4.98,21.58
Sierra,7223,2006-09,0.08,43.9,56.5,69.1,21.3,5.51,21.1
Sierra,7223,2006-10,0.61,35,46.1,57.2,20.1,2.43,11.82
Sierra,7223,2006-11,8.45,28.5,36.7,45,22.3,0.89,5.96
Sierra,7223,2006-12,8.24,24.2,32.7,41.3,14.1,1.24,5.53
Sierra,7223,2007-01,2.61,20.1,30.6,41.1,7.2,1.63,6.34
Sierra,7223,2007-02,17.96,25.5,33.3,41.1,20.1,0.9,4.83
Sierra,7223,2007-03,2.17,28.5,40,51.5,19.3,1.65,9.89
Sierra,7223,2007-04,3.85,29.5,40.1,50.7,22.2,1.58,9.31
Sierra,7223,2007-05,2.15,37.2,48.7,60.3,22.9,3.05,12.35
Sierra,7223,2007-06,0.97,43,55,66.9,28.6,3.77,14.69
Sierra,7223,2007-07,0.09,51.8,63.6,75.4,32.5,6.47,19.88
Sierra,7223,2007-08,0.3,50.4,62.4,74.3,27.8,7.04,21.14
Sierra,7223,2007-09,2.18,41.3,52.9,64.5,27.9,3.24,16.08
Sierra,7223,2007-10,6.25,33.6,43.3,52.9,25.4,1.58,9.23
Sierra,7223,2007-11,1.8,32.4,42.4,52.5,17.7,2.87,9.86
Sierra,7223,2007-12,7.62,19.3,27.4,35.5,15,0.63,3.82
Sierra,7223,2008-01,14.84,19.6,27.2,34.8,13.6,0.81,3.86
Sierra,7223,2008-02,10.31,22.8,32.7,42.6,16.9,1.08,6.17
Sierra,7223,2008-03,2.69,24.9,35.2,45.5,15.6,1.27,6.64
Sierra,7223,2008-04,0.72,26,36.9,47.8,15.7,1.57,7.64
Sierra,7223,2008-05,1.27,34.8,45.4,55.9,25.5,1.79,11.58
Sierra,7223,2008-06,0,41.3,54.1,66.9,23.7,3.75,19.09
Sierra,7223,2008-07,0,50.9,63.2,75.6,29.9,6.14,24.21
Sierra,7223,2008-08,0,51.6,64,76.5,29,6.83,25.98
Sierra,7223,2008-09,0,45.9,58.7,71.5,19.6,6.29,23.27
Sierra,7223,2008-10,2.95,37.9,48.5,59.1,18.4,4.26,14.52
Sierra,7223,2008-11,7.76,33.2,42,50.8,23.9,1.76,8.29
Sierra,7223,2008-12,7.88,22.1,31.3,40.5,14.6,1.19,5.57
Sierra,7223,2009-01,4.53,26.1,36,45.8,13.2,1.8,7.32
Sierra,7223,2009-02,15.12,23.9,31.4,38.9,19.2,0.77,4.78
Sierra,7223,2009-03,11.91,23.1,33.5,43.9,17.4,0.83,6.48
Sierra,7223,2009-04,1.75,28.1,38.7,49.4,18.6,1.46,9
Sierra,7223,2009-05,7.82,39.5,50.2,60.9,27.9,2.36,13.52
Sierra,7223,2009-06,1.33,40.2,50.8,61.4,32.1,1.9,13.06
Sierra,7223,2009-07,0.07,51.2,63.2,75.2,27.7,7.55,25.96
Sierra,7223,2009-08,0.28,49,60.9,72.9,28.4,5.34,22.62
Sierra,7223,2009-09,0.06,48.5,60.9,73.2,24.3,6.22,23.98
Sierra,7223,2009-10,5.46,32.8,43.3,53.8,23,1.69,10.21
Sierra,7223,2009-11,2.6,30,39.3,48.6,17.3,1.92,10.08
Sierra,7223,2009-12,8.85,21.1,29.4,37.8,15.1,0.9,4.93
Sierra,7223,2010-01,12.91,26,33.1,40.1,21.2,0.74,4.35
Sierra,7223,2010-02,7.14,26.9,34.9,42.9,23,0.49,4.8
Sierra,7223,2010-03,9,25.2,36,46.8,18,0.99,6.3
Sierra,7223,2010-04,9.41,25,34.2,43.4,21.9,0.57,5.82
Sierra,7223,2010-05,5.82,27.9,38.1,48.2,21.5,1.01,7.32
Sierra,7223,2010-06,0.64,40.1,51.1,62.1,31.3,1.76,13.38
Sierra,7223,2010-07,0.1,50.5,62.5,74.6,33.9,5.55,21.89
Sierra,7223,2010-08,0.15,47.2,58.8,70.4,28.6,5.57,20.16
Sierra,7223,2010-09,0.14,43.9,56.3,68.7,24.7,4.3,19.87
Sierra,7223,2010-10,11.72,37.9,46.9,55.9,29.6,1.83,10.25
Sierra,7223,2010-11,11.52,26.3,35,43.7,19.3,1.54,7.3
Sierra,7223,2010-12,21.26,24.7,31.6,38.5,22.6,0.3,3.73
Sierra,7223,2011-01,2.7,25.1,35.5,45.8,15.1,1.58,7.55
Sierra,7223,2011-02,11.89,19.1,28.5,37.9,12.3,0.88,4.69
Sierra,7223,2011-03,24.06,23.2,30.3,37.3,20.9,0.43,3.71
Sierra,7223,2011-04,5.23,26.4,35.4,44.5,21.5,0.77,6.29
Sierra,7223,2011-05,4.88,29.6,39.1,48.6,22.8,1.3,7.51
Sierra,7223,2011-06,4.19,37.4,48.1,58.7,31.8,1.11,10.74
Sierra,7223,2011-07,0.08,46.8,58.5,70.2,35.8,2.86,16.75
Sierra,7223,2011-08,0,49,60.8,72.5,30,4.63,21.89
Sierra,7223,2011-09,0.79,48.3,59.8,71.4,28.7,5.08,19.99
Sierra,7223,2011-10,5.66,37.8,47.8,57.8,26.8,2.16,11.78
Sierra,7223,2011-11,3.13,27.3,35.9,44.5,18.3,1.26,6.47
Sierra,7223,2011-12,0.29,23.6,33.2,42.8,4.7,2.03,7.33
Sierra,7223,2012-01,8.6,26.6,35.7,44.8,11.1,2.18,6.95
Sierra,7223,2012-02,2.54,23.8,33.2,42.5,15.7,0.95,5.96
Sierra,7223,2012-03,21.79,24,32.1,40.2,19.2,0.67,4.61
Sierra,7223,2012-04,9.01,29.6,39.3,48.9,23.2,1.18,7.85
Sierra,7223,2012-05,0.5,36.6,47.6,58.6,23.5,1.94,13.42
Sierra,7223,2012-06,1.91,40.8,52.5,64.2,26.9,2.83,15.83
Sierra,7223,2012-07,0.48,49.9,61.5,73,31.4,5.2,21.19
Sierra,7223,2012-08,0.25,53.5,65.2,77,27.3,7.23,26.52
Sierra,7223,2012-09,0.05,49.4,60.8,72.3,26.4,6.42,22.29
Sierra,7223,2012-10,4.43,38.9,49.2,59.4,25.9,2.69,13.96
Sierra,7223,2012-11,13.81,31.5,39.9,48.2,22.3,1.68,7.87
Sierra,7223,2012-12,21.42,21.5,28.2,34.8,19.1,0.47,3.03
Sierra,7223,2013-01,1.95,19.9,31,42,10.5,1.15,6.75
Sierra,7223,2013-02,0.97,22.7,32.8,42.9,12.8,1.34,7.54
Sierra,7223,2013-03,4.45,28.9,39.2,49.5,20,1.45,9.13
Sierra,7223,2013-04,1.65,32,42.3,52.5,20.8,1.85,10.95
Sierra,7223,2013-05,1.8,36.6,46.7,56.8,25.2,1.68,11.11
Sierra,7223,2013-06,2.34,44.2,55.8,67.4,31.3,2.83,17.16
Sierra,7223,2013-07,0.1,53.9,65.4,76.9,34.1,7.09,23.99
Sierra,7223,2013-08,0.13,49,60.1,71.2,29.6,5.33,20.46
Sierra,7223,2013-09,3.12,43.6,54.4,65.2,31.2,3.13,15.55
Sierra,7223,2013-10,0.88,34.7,45.1,55.6,17.5,3.06,12.34
Sierra,7223,2013-11,1.72,31.8,40.6,49.4,16.9,2.3,8.81
Sierra,7223,2013-12,1.65,23,33.6,44.2,9.6,2.09,7.97
Sierra,7223,2014-01,2.26,30,39.6,49.1,13.5,2.55,9.01
Sierra,7223,2014-02,13.76,26.7,34.4,42,21.4,0.81,5.54
Sierra,7223,2014-03,11.54,28.7,37.6,46.6,20.1,1.33,7.52
Sierra,7223,2014-04,3.78,31.3,41,50.7,22.5,1.67,9.46
Sierra,7223,2014-05,1.24,37.2,47.7,58.2,22.9,2.74,13.19
Sierra,7223,2014-06,0,44,55.8,67.5,24.8,4.71,18.37
Sierra,7223,2014-07,0.84,54,65.7,77.3,35.2,7.06,24.82
Sierra,7223,2014-08,2.14,49.9,60.1,70.3,34.7,4.37,19
Sierra,7223,2014-09,1.77,46.8,57.2,67.6,29.7,4.87,18.69
Sierra,7223,2014-10,2.36,40,50.3,60.6,25.3,3.53,14.28
Sierra,7223,2014-11,6.08,32.1,40.8,49.5,22.2,2.08,8.5
Sierra,7223,2014-12,15.97,26.5,32.6,38.7,24.8,0.44,3.28
Sierra,7223,2015-01,0.12,30.6,39.2,47.9,17.9,2.14,7.77
Sierra,7223,2015-02,8.52,32.7,41.4,50.2,19.1,2.25,9.52
Sierra,7223,2015-03,1.84,32.6,42.6,52.5,20.2,2.34,10.39
Sierra,7223,2015-04,3.28,30,40.3,50.6,18.9,1.68,9.74
Sierra,7223,2015-05,2.06,36.1,45.2,54.3,28,1.82,9.08
Sierra,7223,2015-06,0.59,48,59.1,70.2,30.1,4.89,18.51
Sierra,7223,2015-07,1.53,49,60.2,71.3,36.5,4.37,17.81
Sierra,7223,2015-08,0.35,50.8,62,73.1,29.5,5.24,21.98
Sierra,7223,2015-09,0.26,46.9,58.1,69.4,24.5,5.72,20.97
Sierra,7223,2015-10,2.17,41.8,51.1,60.5,29.6,2.78,13
Sierra,7223,2015-11,5.71,25.2,34.1,43,19,1.22,6.31
Sierra,7223,2015-12,13.89,20.5,27.6,34.8,18.7,0.48,3.09
Siskiyou,2766,2005-01,1.28,26.7,36.2,45.7,29.4,0.06,4.2
Siskiyou,2766,2005-02,0.63,28.8,41.1,53.5,29.8,0.22,7.54
Siskiyou,2766,2005-03,1.53,32.5,46.1,59.6,30.8,0.77,11.46
Siskiyou,2766,2005-04,2.26,35,47.7,60.4,33.3,0.48,11.5
Siskiyou,2766,2005-05,2.52,44,56.3,68.6,42.8,0.82,14.87
Siskiyou,2766,2005-06,0.46,45.1,59.3,73.4,41.4,1.19,19.72
Siskiyou,2766,2005-07,0.45,56.6,75.1,93.6,47.4,4.74,42.18
Siskiyou,2766,2005-08,0.04,55.6,74,92.4,43.5,5.39,41.55
